"drug","disease","classification","notes","drug_url","disease_url"
"Felodipine","hypertension","DM","","http://www.drugbank.ca/drugs/DB01023","http://www.disease-ontology.org/term/DOID%3A10763"
"Fenofibrate","coronary artery disease","DM","","http://www.drugbank.ca/drugs/DB01039","http://www.disease-ontology.org/term/DOID%3A3393"
"Fenoldopam","hypertension","SYM","post-op BP, not long-term","http://www.drugbank.ca/drugs/DB00800","http://www.disease-ontology.org/term/DOID%3A10763"
"Fenoprofen","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB00573","http://www.disease-ontology.org/term/DOID%3A8398"
"Fentanyl","lung cancer","SYM","","http://www.drugbank.ca/drugs/DB00813","http://www.disease-ontology.org/term/DOID%3A1324"
"Fentanyl","prostate cancer","SYM","","http://www.drugbank.ca/drugs/DB00813","http://www.disease-ontology.org/term/DOID%3A10283"
"Finasteride","epilepsy syndrome","NOT","","http://www.drugbank.ca/drugs/DB01216","http://www.disease-ontology.org/term/DOID%3A1826"
"Finasteride","prostate cancer","SYM","","http://www.drugbank.ca/drugs/DB01216","http://www.disease-ontology.org/term/DOID%3A10283"
"Fingolimod","multiple sclerosis","DM","","http://www.drugbank.ca/drugs/DB08868","http://www.disease-ontology.org/term/DOID%3A2377"
"Floxuridine","stomach cancer","DM","","http://www.drugbank.ca/drugs/DB00322","http://www.disease-ontology.org/term/DOID%3A10534"
"Fluconazole","acquired immunodeficiency syndrome","NOT","tough. used for infections ass't with HIV but not HIV itself","http://www.drugbank.ca/drugs/DB00196","http://www.disease-ontology.org/term/DOID%3A635"
"Fludarabine","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB01073","http://www.disease-ontology.org/term/DOID%3A2531"
"Fludarabine","lymphatic system cancer","DM","","http://www.drugbank.ca/drugs/DB01073","http://www.disease-ontology.org/term/DOID%3A0060073"
"Fludrocortisone","Parkinson's disease","SYM","","http://www.drugbank.ca/drugs/DB00687","http://www.disease-ontology.org/term/DOID%3A14330"
"Flunisolide","allergic rhinitis","SYM","Pilot classification: symptomatic; Pilot notes:","http://www.drugbank.ca/drugs/DB00180","http://www.disease-ontology.org/term/DOID%3A4481"
"Flunisolide","asthma","DM","","http://www.drugbank.ca/drugs/DB00180","http://www.disease-ontology.org/term/DOID%3A2841"
"Fluocinolone Acetonide","atopic dermatitis","DM","","http://www.drugbank.ca/drugs/DB00591","http://www.disease-ontology.org/term/DOID%3A3310"
"Fluocinolone Acetonide","psoriasis","DM","","http://www.drugbank.ca/drugs/DB00591","http://www.disease-ontology.org/term/DOID%3A8893"
"Fluocinonide","atopic dermatitis","DM","","http://www.drugbank.ca/drugs/DB01047","http://www.disease-ontology.org/term/DOID%3A3310"
"Fluocinonide","psoriasis","DM","DM","http://www.drugbank.ca/drugs/DB01047","http://www.disease-ontology.org/term/DOID%3A8893"
"Fluorouracil","breast cancer","DM","","http://www.drugbank.ca/drugs/DB00544","http://www.disease-ontology.org/term/DOID%3A1612"
"Fluorouracil","colon cancer","DM","","http://www.drugbank.ca/drugs/DB00544","http://www.disease-ontology.org/term/DOID%3A219"
"Fluorouracil","head and neck cancer","DM","","http://www.drugbank.ca/drugs/DB00544","http://www.disease-ontology.org/term/DOID%3A11934"
"Fluorouracil","pancreatic cancer","DM","","http://www.drugbank.ca/drugs/DB00544","http://www.disease-ontology.org/term/DOID%3A1793"
"Fluorouracil","skin cancer","DM","","http://www.drugbank.ca/drugs/DB00544","http://www.disease-ontology.org/term/DOID%3A4159"
"Fluorouracil","stomach cancer","DM","","http://www.drugbank.ca/drugs/DB00544","http://www.disease-ontology.org/term/DOID%3A10534"
"Fluorouracil","urinary bladder cancer","DM","","http://www.drugbank.ca/drugs/DB00544","http://www.disease-ontology.org/term/DOID%3A11054"
"Fluoxetine","panic disorder","SYM","","http://www.drugbank.ca/drugs/DB00472","http://www.disease-ontology.org/term/DOID%3A594"
"Fluoxetine","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00472","http://www.disease-ontology.org/term/DOID%3A5419"
"Fluoxymesterone","breast cancer","DM","","http://www.drugbank.ca/drugs/DB01185","http://www.disease-ontology.org/term/DOID%3A1612"
"Fluphenazine","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00623","http://www.disease-ontology.org/term/DOID%3A5419"
"Flurbiprofen","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB00712","http://www.disease-ontology.org/term/DOID%3A8398"
"Flutamide","prostate cancer","DM","","http://www.drugbank.ca/drugs/DB00499","http://www.disease-ontology.org/term/DOID%3A10283"
"Fluticasone Propionate","asthma","SYM","","http://www.drugbank.ca/drugs/DB00588","http://www.disease-ontology.org/term/DOID%3A2841"
"Fluticasone furoate","asthma","SYM","","http://www.drugbank.ca/drugs/DB08906","http://www.disease-ontology.org/term/DOID%3A2841"
"Fluvoxamine","endogenous depression","SYM","","http://www.drugbank.ca/drugs/DB00176","http://www.disease-ontology.org/term/DOID%3A1595"
"Fluvoxamine","panic disorder","SYM","","http://www.drugbank.ca/drugs/DB00176","http://www.disease-ontology.org/term/DOID%3A594"
"Folic Acid","Crohn's disease","NOT","rx for ass't conditions, not that disease itself","http://www.drugbank.ca/drugs/DB00158","http://www.disease-ontology.org/term/DOID%3A8778"
"Folic Acid","alcohol dependence","NOT","","http://www.drugbank.ca/drugs/DB00158","http://www.disease-ontology.org/term/DOID%3A0050741"
"Folic Acid","anemia","DM","","http://www.drugbank.ca/drugs/DB00158","http://www.disease-ontology.org/term/DOID%3A2355"
"Folic Acid","ankylosing spondylitis","NOT","","http://www.drugbank.ca/drugs/DB00158","http://www.disease-ontology.org/term/DOID%3A7147"
"Folic Acid","epilepsy syndrome","NOT","","http://www.drugbank.ca/drugs/DB00158","http://www.disease-ontology.org/term/DOID%3A1826"
"Folic Acid","lung cancer","NOT","","http://www.drugbank.ca/drugs/DB00158","http://www.disease-ontology.org/term/DOID%3A1324"
"Folic Acid","rheumatoid arthritis","NOT","","http://www.drugbank.ca/drugs/DB00158","http://www.disease-ontology.org/term/DOID%3A7148"
"Folic Acid","systemic lupus erythematosus","NOT","","http://www.drugbank.ca/drugs/DB00158","http://www.disease-ontology.org/term/DOID%3A9074"
"Folic Acid","systemic scleroderma","NOT","","http://www.drugbank.ca/drugs/DB00158","http://www.disease-ontology.org/term/DOID%3A418"
"Folic Acid","ulcerative colitis","NOT","","http://www.drugbank.ca/drugs/DB00158","http://www.disease-ontology.org/term/DOID%3A8577"
"Formoterol","asthma","DM","","http://www.drugbank.ca/drugs/DB00983","http://www.disease-ontology.org/term/DOID%3A2841"
"Formoterol","chronic obstructive pulmonary disease","DM","","http://www.drugbank.ca/drugs/DB00983","http://www.disease-ontology.org/term/DOID%3A3083"
"Fosinopril","hypertension","DM","","http://www.drugbank.ca/drugs/DB00492","http://www.disease-ontology.org/term/DOID%3A10763"
"Fosphenytoin","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB01320","http://www.disease-ontology.org/term/DOID%3A1826"
"Frovatriptan","migraine","SYM","","http://www.drugbank.ca/drugs/DB00998","http://www.disease-ontology.org/term/DOID%3A6364"
"Fulvestrant","breast cancer","DM","","http://www.drugbank.ca/drugs/DB00947","http://www.disease-ontology.org/term/DOID%3A1612"
"Furosemide","chronic kidney failure","SYM","","http://www.drugbank.ca/drugs/DB00695","http://www.disease-ontology.org/term/DOID%3A784"
"Furosemide","coronary artery disease","SYM","","http://www.drugbank.ca/drugs/DB00695","http://www.disease-ontology.org/term/DOID%3A3393"
"Furosemide","dilated cardiomyopathy","DM","","http://www.drugbank.ca/drugs/DB00695","http://www.disease-ontology.org/term/DOID%3A12930"
"Furosemide","hypertension","SYM","","http://www.drugbank.ca/drugs/DB00695","http://www.disease-ontology.org/term/DOID%3A10763"
"Furosemide","systemic scleroderma","SYM","","http://www.drugbank.ca/drugs/DB00695","http://www.disease-ontology.org/term/DOID%3A418"
"Gabapentin","Parkinson's disease","SYM","","http://www.drugbank.ca/drugs/DB00996","http://www.disease-ontology.org/term/DOID%3A14330"
"Gabapentin","bipolar disorder","SYM","","http://www.drugbank.ca/drugs/DB00996","http://www.disease-ontology.org/term/DOID%3A3312"
"Gabapentin","colon cancer","NOT","","http://www.drugbank.ca/drugs/DB00996","http://www.disease-ontology.org/term/DOID%3A219"
"Gabapentin","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB00996","http://www.disease-ontology.org/term/DOID%3A1826"
"Gabapentin","kidney cancer","NOT","","http://www.drugbank.ca/drugs/DB00996","http://www.disease-ontology.org/term/DOID%3A263"
"Gabapentin","migraine","SYM","","http://www.drugbank.ca/drugs/DB00996","http://www.disease-ontology.org/term/DOID%3A6364"
"Gabapentin","multiple sclerosis","SYM","","http://www.drugbank.ca/drugs/DB00996","http://www.disease-ontology.org/term/DOID%3A2377"
"Gabapentin","restless legs syndrome","SYM","","http://www.drugbank.ca/drugs/DB00996","http://www.disease-ontology.org/term/DOID%3A0050425"
"Gabapentin","rheumatoid arthritis","NOT","","http://www.drugbank.ca/drugs/DB00996","http://www.disease-ontology.org/term/DOID%3A7148"
"Gabapentin","systemic lupus erythematosus","NOT","","http://www.drugbank.ca/drugs/DB00996","http://www.disease-ontology.org/term/DOID%3A9074"
"Galantamine","Alzheimer's disease","SYM","","http://www.drugbank.ca/drugs/DB00674","http://www.disease-ontology.org/term/DOID%3A10652"
"Gamma Hydroxybutyric Acid","narcolepsy","SYM","","http://www.drugbank.ca/drugs/DB01440","http://www.disease-ontology.org/term/DOID%3A8986"
"Ganciclovir","acquired immunodeficiency syndrome","DM","","http://www.drugbank.ca/drugs/DB01004","http://www.disease-ontology.org/term/DOID%3A635"
"Gefitinib","lung cancer","DM","","http://www.drugbank.ca/drugs/DB00317","http://www.disease-ontology.org/term/DOID%3A1324"
"Gemcitabine","breast cancer","DM","","http://www.drugbank.ca/drugs/DB00441","http://www.disease-ontology.org/term/DOID%3A1612"
"Gemcitabine","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00441","http://www.disease-ontology.org/term/DOID%3A2531"
"Gemcitabine","kidney cancer","DM","","http://www.drugbank.ca/drugs/DB00441","http://www.disease-ontology.org/term/DOID%3A263"
"Gemcitabine","lung cancer","DM","","http://www.drugbank.ca/drugs/DB00441","http://www.disease-ontology.org/term/DOID%3A1324"
"Gemcitabine","pancreatic cancer","DM","","http://www.drugbank.ca/drugs/DB00441","http://www.disease-ontology.org/term/DOID%3A1793"
"Gemcitabine","urinary bladder cancer","DM","","http://www.drugbank.ca/drugs/DB00441","http://www.disease-ontology.org/term/DOID%3A11054"
"Gemfibrozil","coronary artery disease","DM","","http://www.drugbank.ca/drugs/DB01241","http://www.disease-ontology.org/term/DOID%3A3393"
"Gemfibrozil","pancreatitis","DM","if panc is from hyperTG","http://www.drugbank.ca/drugs/DB01241","http://www.disease-ontology.org/term/DOID%3A4989"
"Gemfibrozil","sclerosing cholangitis","NOT","","http://www.drugbank.ca/drugs/DB01241","http://www.disease-ontology.org/term/DOID%3A14268"
"Gliclazide","type 2 diabetes mellitus","DM","","http://www.drugbank.ca/drugs/DB01120","http://www.disease-ontology.org/term/DOID%3A9352"
"Glimepiride","type 2 diabetes mellitus","DM","","http://www.drugbank.ca/drugs/DB00222","http://www.disease-ontology.org/term/DOID%3A9352"
"Glipizide","type 2 diabetes mellitus","DM","","http://www.drugbank.ca/drugs/DB01067","http://www.disease-ontology.org/term/DOID%3A9352"
"Glucosamine","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB01296","http://www.disease-ontology.org/term/DOID%3A8398"
"Glyburide","gestational diabetes","DM","","http://www.drugbank.ca/drugs/DB01016","http://www.disease-ontology.org/term/DOID%3A11714"
"Glyburide","type 2 diabetes mellitus","DM","","http://www.drugbank.ca/drugs/DB01016","http://www.disease-ontology.org/term/DOID%3A9352"
"Goserelin","breast cancer","DM","","http://www.drugbank.ca/drugs/DB00014","http://www.disease-ontology.org/term/DOID%3A1612"
"Goserelin","prostate cancer","DM","","http://www.drugbank.ca/drugs/DB00014","http://www.disease-ontology.org/term/DOID%3A10283"
"Guanabenz","hypertension","DM","","http://www.drugbank.ca/drugs/DB00629","http://www.disease-ontology.org/term/DOID%3A10763"
"Guanadrel","hypertension","DM","","http://www.drugbank.ca/drugs/DB00226","http://www.disease-ontology.org/term/DOID%3A10763"
"Guanethidine","hypertension","DM","","http://www.drugbank.ca/drugs/DB01170","http://www.disease-ontology.org/term/DOID%3A10763"
"Guanfacine","attention deficit hyperactivity disorder","SYM","","http://www.drugbank.ca/drugs/DB01018","http://www.disease-ontology.org/term/DOID%3A1094"
"Guanfacine","hypertension","DM","","http://www.drugbank.ca/drugs/DB01018","http://www.disease-ontology.org/term/DOID%3A10763"
"Haloperidol","Alzheimer's disease","SYM","","http://www.drugbank.ca/drugs/DB00502","http://www.disease-ontology.org/term/DOID%3A10652"
"Haloperidol","Gilles de la Tourette syndrome","SYM","","http://www.drugbank.ca/drugs/DB00502","http://www.disease-ontology.org/term/DOID%3A11119"
"Haloperidol","conduct disorder","SYM","","http://www.drugbank.ca/drugs/DB00502","http://www.disease-ontology.org/term/DOID%3A12995"
"Haloperidol","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00502","http://www.disease-ontology.org/term/DOID%3A5419"
"Hydralazine","hypertension","DM","","http://www.drugbank.ca/drugs/DB01275","http://www.disease-ontology.org/term/DOID%3A10763"
"Hydrochlorothiazide","hypertension","DM","Pilot classification: disease-modifying; Pilot notes:","http://www.drugbank.ca/drugs/DB00999","http://www.disease-ontology.org/term/DOID%3A10763"
"Hydrochlorothiazide","nephrolithiasis","DM","","http://www.drugbank.ca/drugs/DB00999","http://www.disease-ontology.org/term/DOID%3A585"
"Hydrochlorothiazide","osteoporosis","NOT","","http://www.drugbank.ca/drugs/DB00999","http://www.disease-ontology.org/term/DOID%3A11476"
"Hydrocortisone","allergic rhinitis","DM","","http://www.drugbank.ca/drugs/DB00741","http://www.disease-ontology.org/term/DOID%3A4481"
"Hydrocortisone","asthma","SYM","hm. ","http://www.drugbank.ca/drugs/DB00741","http://www.disease-ontology.org/term/DOID%3A2841"
"Hydrocortisone","atopic dermatitis","DM","","http://www.drugbank.ca/drugs/DB00741","http://www.disease-ontology.org/term/DOID%3A3310"
"Hydrocortisone","gout","SYM","","http://www.drugbank.ca/drugs/DB00741","http://www.disease-ontology.org/term/DOID%3A13189"
"Hydrocortisone","kidney cancer","SYM","","http://www.drugbank.ca/drugs/DB00741","http://www.disease-ontology.org/term/DOID%3A263"
"Hydrocortisone","prostate cancer","SYM","","http://www.drugbank.ca/drugs/DB00741","http://www.disease-ontology.org/term/DOID%3A10283"
"Hydrocortisone","psoriasis","DM","","http://www.drugbank.ca/drugs/DB00741","http://www.disease-ontology.org/term/DOID%3A8893"
"Hydrocortisone","rheumatoid arthritis","SYM","","http://www.drugbank.ca/drugs/DB00741","http://www.disease-ontology.org/term/DOID%3A7148"
"Hydrocortisone","systemic lupus erythematosus","SYM","","http://www.drugbank.ca/drugs/DB00741","http://www.disease-ontology.org/term/DOID%3A9074"
"Hydrocortisone","ulcerative colitis","SYM","","http://www.drugbank.ca/drugs/DB00741","http://www.disease-ontology.org/term/DOID%3A8577"
"Hydroflumethiazide","hypertension","SYM","diuretic","http://www.drugbank.ca/drugs/DB00774","http://www.disease-ontology.org/term/DOID%3A10763"
"Hydroxyurea","brain cancer","DM","","http://www.drugbank.ca/drugs/DB01005","http://www.disease-ontology.org/term/DOID%3A1319"
"Hydroxyurea","head and neck cancer","DM","Pilot classification: disease-modifying; Pilot notes:","http://www.drugbank.ca/drugs/DB01005","http://www.disease-ontology.org/term/DOID%3A11934"
"Hydroxyurea","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB01005","http://www.disease-ontology.org/term/DOID%3A2531"
"Hydroxyurea","kidney cancer","NOT","","http://www.drugbank.ca/drugs/DB01005","http://www.disease-ontology.org/term/DOID%3A263"
"Hydroxyurea","lung cancer","NOT","","http://www.drugbank.ca/drugs/DB01005","http://www.disease-ontology.org/term/DOID%3A1324"
"Hydroxyurea","melanoma","NOT","","http://www.drugbank.ca/drugs/DB01005","http://www.disease-ontology.org/term/DOID%3A1909"
"Hydroxyurea","ovarian cancer","NOT","","http://www.drugbank.ca/drugs/DB01005","http://www.disease-ontology.org/term/DOID%3A2394"
"Hydroxyurea","prostate cancer","NOT","","http://www.drugbank.ca/drugs/DB01005","http://www.disease-ontology.org/term/DOID%3A10283"
"Hydroxyurea","psoriasis","NOT","","http://www.drugbank.ca/drugs/DB01005","http://www.disease-ontology.org/term/DOID%3A8893"
"Hydroxyurea","skin cancer","NOT","","http://www.drugbank.ca/drugs/DB01005","http://www.disease-ontology.org/term/DOID%3A4159"
"Hydroxyurea","uterine cancer","NOT","","http://www.drugbank.ca/drugs/DB01005","http://www.disease-ontology.org/term/DOID%3A363"
"Hyoscyamine","Crohn's disease","SYM","","http://www.drugbank.ca/drugs/DB00424","http://www.disease-ontology.org/term/DOID%3A8778"
"Hyoscyamine","Parkinson's disease","SYM","","http://www.drugbank.ca/drugs/DB00424","http://www.disease-ontology.org/term/DOID%3A14330"
"Hyoscyamine","pancreatitis","SYM","","http://www.drugbank.ca/drugs/DB00424","http://www.disease-ontology.org/term/DOID%3A4989"
"Ibandronate","osteoporosis","DM","","http://www.drugbank.ca/drugs/DB00710","http://www.disease-ontology.org/term/DOID%3A11476"
